"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.327168500E0,-6.097330302E-3,-1.325581330E-1,4.220832499E0,4.222917928E0
6.337148500E0,-2.369265287E-2,-1.151164734E-1,4.723525230E0,4.724987169E0
6.347128500E0,-8.829743313E-3,-8.030682921E-2,5.148282763E0,5.148916639E0
6.357108500E0,3.550240223E-2,-8.314448297E-2,5.402911463E0,5.403667801E0
6.367087500E0,5.738169649E-2,-1.151322609E-1,5.521685370E0,5.523183631E0
6.377067500E0,3.801357122E-2,-1.407243544E-1,5.586208225E0,5.588109762E0
6.387047500E0,2.008441832E-2,-1.702785212E-1,5.534044629E0,5.536700111E0
6.397027500E0,-7.952907644E-3,-2.234501767E-1,5.329149422E0,5.333837905E0
6.407007500E0,-3.432333861E-2,-3.207303035E-1,5.001126471E0,5.011517934E0
6.416986500E0,-4.093235509E-2,-4.159370077E-1,4.600546591E0,4.619492178E0
6.426966500E0,-8.734461106E-4,-4.990791517E-1,4.134739265E0,4.164750840E0
6.436946500E0,6.081829699E-2,-5.843283400E-1,3.603323257E0,3.650900843E0
6.446926500E0,8.986985905E-2,-6.741135058E-1,2.997020203E0,3.073212604E0
6.456905500E0,1.234748581E-1,-7.351718858E-1,2.316336474E0,2.433338941E0
6.466885500E0,1.314870876E-1,-7.774370223E-1,1.594868415E0,1.779129686E0
6.476865500E0,7.905768123E-2,-7.775411028E-1,8.789557958E-1,1.176173276E0
6.486845500E0,2.844129547E-2,-7.603549665E-1,1.079583120E-1,7.685073712E-1
6.496824500E0,1.600662494E-2,-7.253886169E-1,-6.776653969E-1,9.928117887E-1
6.506804500E0,6.646822393E-3,-6.478030819E-1,-1.350940704E0,1.498243572E0
6.516784500E0,-2.956226153E-2,-5.406703967E-1,-1.972520778E0,2.045491781E0
6.526764500E0,-5.960549310E-2,-4.315669075E-1,-2.635151814E0,2.670922667E0
6.536743500E0,-1.093648780E-1,-3.171497610E-1,-3.276579677E0,3.293709008E0
6.546723500E0,-1.450180014E-1,-1.773194459E-1,-3.842410643E0,3.849232645E0
6.556703500E0,-1.013762293E-1,-4.002097517E-2,-4.287837498E0,4.289222450E0
6.566683500E0,-3.300550411E-2,7.522501409E-2,-4.610745304E0,4.611477033E0
6.576662500E0,4.249677764E-2,1.749315892E-1,-4.868337958E0,4.871665168E0
6.586642500E0,7.080387952E-2,2.592091164E-1,-5.069949369E0,5.077065014E0
6.596622500E0,3.413078249E-2,3.502892943E-1,-5.210462054E0,5.222334949E0
6.606602500E0,1.734770212E-2,3.951185811E-1,-5.287157643E0,5.301929420E0
6.616582500E0,5.211860854E-3,4.168395254E-1,-5.230986950E0,5.247571517E0
6.626561500E0,6.066148197E-3,4.250874616E-1,-5.011246247E0,5.029246971E0
6.636541500E0,2.062296515E-2,4.021098045E-1,-4.658612366E0,4.675979766E0
6.646521500E0,1.553528454E-2,3.596938097E-1,-4.304152983E0,4.319184401E0
6.656501500E0,-1.841607979E-2,2.987225533E-1,-3.949774293E0,3.961097232E0
6.666480500E0,-5.509451240E-2,2.314985767E-1,-3.465573381E0,3.473733705E0
6.676461083E0,-5.685684493E-2,1.549383509E-1,-2.855680137E0,2.860445357E0
6.686441083E0,3.811598886E-3,7.825591832E-2,-2.176263499E0,2.177673377E0
6.696421083E0,4.609619569E-2,-8.438116908E-3,-1.464071463E0,1.464821256E0
6.706400083E0,5.043457389E-2,-5.813506454E-2,-7.596837062E-1,7.635723053E-1
6.716380083E0,3.973639850E-2,-1.048698127E-1,-4.732034683E-2,1.217204757E-1
6.726360083E0,1.308281612E-2,-1.334448633E-1,6.566978663E-1,6.702468047E-1
6.736340083E0,-1.630488776E-2,-1.462099198E-1,1.366151066E0,1.374049463E0
6.746319083E0,-1.575481094E-2,-1.554523212E-1,2.078092257E0,2.083958029E0
6.756299083E0,4.188579842E-3,-1.329516506E-1,2.765006195E0,2.768203920E0
6.766279083E0,6.611812189E-3,-1.223100105E-1,3.402260315E0,3.404464525E0
6.776259083E0,-1.184528947E-2,-9.768621594E-2,3.925894264E0,3.927127281E0
6.786239083E0,-4.194653638E-2,-7.876959622E-2,4.339078987E0,4.339996615E0
6.796218083E0,-6.108783536E-2,-7.147460997E-2,4.703137743E0,4.704077484E0
6.806198083E0,-5.412407560E-2,-5.597364128E-2,5.006467903E0,5.007073329E0
6.816178083E0,-2.081700135E-3,-7.884034753E-2,5.185334229E0,5.185933976E0
6.826158083E0,7.299421909E-2,-1.367447394E-1,5.265453948E0,5.267735050E0
6.836137083E0,1.298688615E-1,-1.749101007E-1,5.261934509E0,5.266442275E0
6.846117083E0,1.500455744E-1,-2.244354326E-1,5.158154032E0,5.165214222E0
6.856097083E0,1.135795511E-1,-2.772621024E-1,4.941079659E0,4.950155835E0
6.866077083E0,3.323482459E-2,-3.427748913E-1,4.557298830E0,4.570292310E0
6.876056083E0,-5.255382411E-2,-4.161542317E-1,4.070083094E0,4.091640580E0
6.886036083E0,-1.137230637E-1,-4.783200744E-1,3.549721831E0,3.583608252E0
6.896016083E0,-9.187466830E-2,-5.373398226E-1,2.992324305E0,3.041575214E0
6.905996083E0,1.785246301E-3,-6.151750338E-1,2.375850019E0,2.454201871E0
6.915975083E0,9.653862678E-2,-6.757173970E-1,1.751324703E0,1.879641435E0
6.925955083E0,1.427526804E-1,-6.968705767E-1,1.107682500E0,1.316422215E0
6.935935083E0,1.118733884E-1,-6.876635510E-1,4.069755650E-1,8.068617755E-1
6.945915083E0,7.649583332E-3,-6.493800759E-1,-3.809987247E-1,7.529362705E-1
6.955894083E0,-7.305061731E-2,-5.837544358E-1,-1.162966170E0,1.303301940E0
6.965874083E0,-6.878551204E-2,-4.874487475E-1,-1.842417891E0,1.907050449E0
6.975854083E0,-9.055107795E-3,-3.887778604E-1,-2.396072030E0,2.427424848E0
6.985834083E0,5.035115970E-2,-2.796901587E-1,-2.877162808E0,2.891163718E0
6.995814083E0,6.579314461E-2,-1.819934177E-1,-3.386824835E0,3.392349157E0
7.005793083E0,-2.260032903E-2,-4.744840086E-2,-3.888449864E0,3.888805019E0
7.015773083E0,-1.035370313E-1,8.005115971E-2,-4.379152880E0,4.381108085E0
7.025753083E0,-8.679665387E-2,1.880984956E-1,-4.742945588E0,4.747467488E0
7.035733083E0,-3.167086800E-2,2.651244521E-1,-4.879174018E0,4.886474508E0
7.045712083E0,3.476393544E-2,3.239872026E-1,-4.877587084E0,4.888459062E0
7.055692083E0,3.333336845E-2,3.784319432E-1,-4.889442313E0,4.904178625E0
7.065672083E0,-2.005138155E-3,4.029311921E-1,-4.952609784E0,4.968973862E0
7.075652083E0,-2.768033518E-2,4.183983931E-1,-4.941180232E0,4.958939957E0
7.085631083E0,-4.083753884E-2,3.903320503E-1,-4.699276242E0,4.715636120E0
7.095611083E0,-1.445084531E-3,3.546821612E-1,-4.246871320E0,4.261656665E0
7.105591083E0,5.389174014E-2,2.887366784E-1,-3.759908769E0,3.771364095E0
7.115571083E0,6.814047279E-2,2.340944481E-1,-3.313791357E0,3.322748334E0
7.125550083E0,5.373043008E-4,1.748112828E-1,-2.861786385E0,2.867120609E0
7.135530083E0,-7.417185746E-2,1.244883907E-1,-2.324732491E0,2.329244508E0
7.145510083E0,-8.598867830E-2,5.917674601E-2,-1.679501599E0,1.682742274E0
7.155490083E0,-2.854094482E-2,-1.263086289E-2,-9.483563983E-1,9.488698449E-1
7.165470083E0,4.744003203E-2,-6.199188799E-2,-1.864700460E-1,2.021500158E-1
7.175449083E0,8.173878492E-2,-9.496404469E-2,5.343437093E-1,5.488374973E-1
7.185429083E0,6.061430225E-2,-1.071163130E-1,1.176091999E0,1.182514435E0
7.195409083E0,8.439560439E-3,-1.084702358E-1,1.784778378E0,1.788091406E0
7.205389083E0,-3.411208967E-2,-1.008641776E-1,2.408402054E0,2.410754585E0
7.215368083E0,-6.269658711E-3,-9.726170808E-2,3.012360374E0,3.013936657E0
7.225348083E0,3.841366695E-2,-7.940401912E-2,3.587064489E0,3.588148862E0
7.235328083E0,7.601345630E-2,-7.075394064E-2,4.072472266E0,4.073796083E0
7.245308083E0,1.007897992E-1,-6.523738503E-2,4.443794433E0,4.445416006E0
7.255287083E0,6.528500330E-2,-4.807171404E-2,4.719716939E0,4.720413224E0
7.265267083E0,-2.003062394E-2,-4.444702506E-2,4.918732186E0,4.918973783E0
7.275247083E0,-7.285305452E-2,-4.882132709E-2,4.978572006E0,4.979344366E0
7.285227083E0,-8.818127453E-2,-9.116043091E-2,4.935050011E0,4.936679529E0
7.295206083E0,-7.368053603E-2,-1.391508687E-1,4.847226586E0,4.849783228E0
7.305186083E0,3.963754401E-3,-1.987676176E-1,4.689848192E0,4.694060112E0
7.315166083E0,1.076062457E-1,-2.738625312E-1,4.423422734E0,4.433198448E0
7.325146083E0,1.497288838E-1,-3.659745964E-1,4.064116595E0,4.083307463E0
7.335125083E0,1.374432076E-1,-4.372936705E-1,3.611161450E0,3.640137828E0
7.345105083E0,7.681753982E-2,-4.987183785E-1,3.059029925E0,3.100368533E0
7.355085083E0,-2.243178304E-2,-5.420149639E-1,2.435209783E0,2.494900819E0
7.365065083E0,-8.057963837E-2,-5.694208637E-1,1.763803246E0,1.855191389E0
7.375045083E0,-5.065709699E-2,-6.026932749E-1,1.079763799E0,1.237616737E0
7.385024083E0,5.032179572E-2,-6.154858133E-1,4.671866834E-1,7.743503514E-1
7.395004083E0,1.389691482E-1,-6.046965310E-1,-1.016877580E-1,6.287374006E-1
7.404984083E0,1.318896135E-1,-5.645869705E-1,-7.321520913E-1,9.339164856E-1
7.414964083E0,4.376089085E-2,-4.927828699E-1,-1.433858900E0,1.516806289E0
7.424943083E0,-5.455687920E-2,-3.917710501E-1,-2.162226089E0,2.198108884E0
7.434923083E0,-1.182884235E-1,-2.670964256E-1,-2.766086175E0,2.781468206E0
7.444903083E0,-8.216615243E-2,-1.674566549E-1,-3.237879295E0,3.243247653E0
7.454883083E0,-1.365379672E-3,-5.768804491E-2,-3.595321342E0,3.595784383E0
7.464862083E0,-7.915065195E-3,6.234038204E-2,-3.890766531E0,3.891273978E0
7.474842083E0,-5.195525195E-2,1.753274457E-1,-4.247557783E0,4.251492230E0
7.484822083E0,-1.179570508E-1,2.850763214E-1,-4.603981245E0,4.614306631E0
7.494802083E0,-1.362222724E-1,3.577459560E-1,-4.824882621E0,4.840044522E0
7.504781083E0,-3.461981985E-2,4.072883910E-1,-4.833341787E0,4.850595345E0
7.514761083E0,4.166082680E-2,4.263466595E-1,-4.633778656E0,4.653537550E0
7.524741083E0,7.238703143E-2,4.397021386E-1,-4.460209907E0,4.482415673E0
7.534721083E0,5.247565415E-2,4.323624212E-1,-4.369485093E0,4.391137773E0
7.544700083E0,-1.755962715E-2,4.163278940E-1,-4.233237367E0,4.253696729E0
7.554680083E0,-2.363528620E-2,3.654813838E-1,-3.905483973E0,3.922619065E0
7.564660083E0,2.114228927E-2,2.986088249E-1,-3.351401818E0,3.364744919E0
7.574640083E0,8.973569286E-2,2.192869592E-1,-2.741474660E0,2.751694492E0
7.584620083E0,1.330402268E-1,1.555859300E-1,-2.173917596E0,2.183534840E0
7.594599083E0,6.444521522E-2,1.016284087E-1,-1.638341294E0,1.642754916E0
7.604579083E0,-5.202834215E-2,6.424832851E-2,-1.100096322E0,1.103198402E0
7.614559083E0,-1.089120843E-1,1.210578293E-2,-4.934003359E-1,5.054228760E-1
7.624539083E0,-9.231333738E-2,-2.929952055E-2,2.195886755E-1,2.399987512E-1
7.634518083E0,-1.517894243E-2,-5.898027956E-2,9.454994488E-1,9.474588547E-1
7.644498083E0,7.131945776E-2,-8.790440887E-2,1.638702652E0,1.642607692E0
7.654478083E0,6.750614125E-2,-9.057044685E-2,2.239219301E0,2.242066717E0
7.664458083E0,3.287260786E-2,-9.182964474E-2,2.752588463E0,2.754315984E0
7.674436750E0,-1.270015240E-2,-7.761360168E-2,3.213619782E0,3.214581974E0
7.684416750E0,-2.790221874E-2,-6.117678612E-2,3.659582827E0,3.660200486E0
7.694396750E0,3.334009275E-3,-5.318276525E-2,4.072086350E0,4.072434992E0
7.704376750E0,4.776754006E-2,-4.509606600E-2,4.412887806E0,4.413376732E0
7.714355750E0,8.480543026E-2,-5.386747420E-2,4.648508377E0,4.649593939E0
7.724335750E0,8.970624665E-2,-6.626474082E-2,4.776534333E0,4.777836170E0
7.734315750E0,3.182189975E-2,-6.424979031E-2,4.784160272E0,4.784697501E0
7.744295750E0,-3.920590986E-2,-9.483365178E-2,4.684237204E0,4.685361107E0
7.754274750E0,-8.766206006E-2,-1.374984455E-1,4.484513859E0,4.487477577E0
7.764254750E0,-7.387311956E-2,-1.970701709E-1,4.224042621E0,4.229282439E0
7.774234750E0,-2.914355521E-2,-2.686590940E-1,3.920607212E0,3.929909409E0
7.784214750E0,5.889406968E-2,-3.535869777E-1,3.550021793E0,3.568073289E0
7.794193750E0,1.400599188E-1,-4.227066216E-1,3.096308264E0,3.128166002E0
7.804173750E0,1.499269582E-1,-4.813360682E-1,2.562275042E0,2.611401136E0
7.814153750E0,8.331566021E-2,-5.120342427E-1,1.966551356E0,2.033825164E0
7.824133750E0,-4.676237628E-3,-5.162860456E-1,1.318112682E0,1.415625017E0
7.834113750E0,-7.368471131E-2,-5.089659163E-1,6.482702744E-1,8.274841928E-1
7.844092750E0,-7.200168164E-2,-4.973045218E-1,-5.157244205E-3,5.025162950E-1
7.854072750E0,-1.157957006E-2,-4.749710816E-1,-6.104919988E-1,7.735839291E-1
7.864052750E0,4.879804786E-2,-4.341905531E-1,-1.154345620E0,1.234267595E0
7.874032750E0,6.168936767E-2,-3.766510275E-1,-1.712343655E0,1.754363807E0
7.884011750E0,1.946963841E-2,-2.920783621E-1,-2.314346082E0,2.332785164E0
7.893991750E0,-3.121512322E-2,-1.873129222E-1,-2.893788781E0,2.900012762E0
7.903971750E0,-4.264677700E-2,-8.076028079E-2,-3.389039760E0,3.390270117E0
7.913951750E0,1.985933706E-3,7.170732915E-3,-3.722936239E0,3.722943675E0
7.923930750E0,6.058883032E-2,1.046160436E-1,-3.955254888E0,3.957102065E0
7.933910750E0,5.340188965E-2,1.867632839E-1,-4.167349187E0,4.171873864E0
7.943890750E0,-1.133088067E-2,2.775984634E-1,-4.401854694E0,4.410613795E0
7.953870750E0,-6.719179859E-2,3.561688158E-1,-4.586693952E0,4.600992542E0
7.963849750E0,-8.804777529E-2,4.041341105E-1,-4.637110984E0,4.655520924E0
7.973829750E0,-6.796476396E-2,4.301492500E-1,-4.481155218E0,4.502266060E0
7.983809750E0,-1.660015387E-2,4.212769774E-1,-4.237249142E0,4.258172160E0
7.993789750E0,4.782656953E-3,4.136975241E-1,-3.959422199E0,3.980978857E0
8.003768750E0,-5.217817705E-3,3.895745435E-1,-3.708611730E0,3.729020852E0
8.013748750E0,-5.392590981E-2,3.519076574E-1,-3.390074133E0,3.408716713E0
8.023728750E0,-5.483699737E-2,2.989845085E-1,-2.952989500E0,2.968593239E0
8.033708750E0,7.271597385E-3,2.218275744E-1,-2.374965336E0,2.385313542E0
8.043688750E0,6.831473809E-2,1.413748571E-1,-1.749586326E0,1.756617791E0
8.053667750E0,7.900943256E-2,8.092400283E-2,-1.157915345E0,1.163425602E0
8.063647750E0,5.612097284E-2,3.924329549E-2,-5.763992232E-1,5.804529820E-1
8.073627750E0,-9.947502539E-3,7.450522184E-3,4.233384132E-4,1.243552584E-2
8.083607750E0,-4.480288295E-2,-3.078851402E-2,6.345129454E-1,6.368374273E-1
8.093586750E0,-1.482228968E-2,-5.135317147E-2,1.254662790E0,1.255800767E0
8.103566750E0,3.010205090E-2,-5.057052165E-2,1.905997006E0,1.906905372E0
8.113546750E0,7.269183582E-2,-5.421421409E-2,2.491542444E0,2.493192137E0
8.123526750E0,7.474835638E-2,-4.723848581E-2,2.997077506E0,2.998381625E0
8.133505750E0,3.437477583E-2,-3.372410864E-2,3.425483701E0,3.425822168E0
8.143485750E0,9.125658106E-3,-1.795913815E-2,3.789324356E0,3.789377902E0
8.153465750E0,-1.114663856E-2,-1.123893321E-2,4.071428538E0,4.071459309E0
8.163445750E0,-6.256182706E-3,-1.948935449E-2,4.308733692E0,4.308782311E0
8.173424750E0,3.743688958E-2,-2.827567309E-2,4.485062327E0,4.485307695E0
8.183404750E0,8.090918379E-2,-5.740737855E-2,4.554369375E0,4.555449737E0
8.193384750E0,9.062964077E-2,-8.661422074E-2,4.518478580E0,4.520217299E0
8.203364750E0,6.389065250E-2,-1.223848549E-1,4.373048387E0,4.375227109E0
8.213343750E0,1.130480574E-2,-1.599809897E-1,4.143743978E0,4.146846497E0
8.223323750E0,-5.507463187E-2,-1.856602067E-1,3.830770590E0,3.835662426E0
8.233303750E0,-9.312312193E-2,-2.521103042E-1,3.442866304E0,3.453340399E0
8.243283750E0,-8.222751165E-2,-3.107812661E-1,2.968560635E0,2.985916711E0
8.253262750E0,-4.122600409E-2,-3.720258799E-1,2.486917881E0,2.514928107E0
8.263242750E0,2.116123790E-2,-4.258214334E-1,1.983359177E0,2.028665896E0
8.273222750E0,8.255518413E-2,-4.632070684E-1,1.437557849E0,1.512596680E0
8.283202750E0,9.315838795E-2,-5.039899358E-1,8.215981185E-1,9.683531427E-1
8.293182750E0,6.698665269E-2,-4.734744868E-1,1.758251899E-1,5.094897434E-1
8.303161750E0,4.340183526E-2,-4.519099554E-1,-4.555910701E-1,6.431714781E-1
8.313141750E0,2.908954156E-2,-4.083911759E-1,-1.043103511E0,1.120577748E0
8.323121750E0,2.122727489E-2,-3.356240389E-1,-1.596410910E0,1.631447789E0
8.333101750E0,2.569936247E-2,-2.560671151E-1,-2.107828272E0,2.123480833E0
8.343080750E0,-9.830576498E-3,-1.776945448E-1,-2.595690710E0,2.601784436E0
8.353060750E0,-5.897260509E-2,-6.335282743E-2,-3.046327434E0,3.047556757E0
8.363040750E0,-6.767276863E-2,3.826417923E-2,-3.472821590E0,3.473691631E0
8.373020750E0,-4.955445830E-2,1.350437844E-1,-3.808415515E0,3.811131224E0
8.382999750E0,-7.662940565E-3,2.204023156E-1,-4.002133770E0,4.008205411E0
8.392979750E0,2.530059149E-2,2.805002904E-1,-4.110078049E0,4.119716264E0
8.402959750E0,2.207992684E-2,3.482622108E-1,-4.204099522E0,4.218557441E0
8.412939750E0,-9.161161669E-3,3.944052207E-1,-4.291775597E0,4.309869741E0
8.422918750E0,-4.464888191E-2,4.369136015E-1,-4.275273585E0,4.297772824E0
8.432898750E0,-3.840646757E-2,4.366677260E-1,-4.123571668E0,4.146805646E0
8.442878750E0,-1.149105784E-3,4.180659789E-1,-3.848901637E0,3.871540300E0
8.452858750E0,3.125859361E-2,3.844599840E-1,-3.526552824E0,3.547585291E0
8.462837750E0,4.492962135E-2,3.519857177E-1,-3.179801826E0,3.199539384E0
8.472817750E0,1.934321065E-2,2.946666321E-1,-2.787505111E0,2.803103160E0
8.482797750E0,-2.238220048E-2,2.487358761E-1,-2.350811657E0,2.364040175E0
8.492777750E0,-3.095803759E-2,1.850851330E-1,-1.835852053E0,1.845418019E0
8.502756750E0,-1.593062941E-2,1.233367816E-1,-1.229534966E0,1.235808229E0
8.512736750E0,2.338891743E-2,7.025868148E-2,-6.160614717E-1,6.204958184E-1
8.522716750E0,4.011162529E-2,2.440043092E-2,-2.692175031E-2,5.412119873E-2
8.532696750E0,2.125775350E-2,-4.915754199E-3,5.368708760E-1,5.373140554E-1
8.542676750E0,6.756092235E-4,-2.931998581E-2,1.098325785E0,1.098717274E0
8.552655750E0,-7.388760969E-3,-2.469834656E-2,1.680988546E0,1.681186216E0
8.562635750E0,-1.636161488E-2,-1.745773941E-2,2.239076629E0,2.239204462E0
8.572615750E0,-1.896608351E-3,-2.259627253E-2,2.730347993E0,2.730442153E0
8.582595750E0,1.925303562E-2,-9.499094188E-3,3.159725411E0,3.159798346E0
8.592574750E0,2.648271577E-2,-3.511252999E-4,3.548080518E0,3.548179367E0
8.602554750E0,3.115729060E-2,1.317494631E-2,3.855168098E0,3.855316513E0
8.612534750E0,2.579713888E-2,1.262326151E-2,4.075825059E0,4.075926245E0
8.622514750E0,2.096163771E-2,3.383491337E-3,4.218236336E0,4.218289774E0
8.632493750E0,2.006350539E-2,-1.435666859E-2,4.267351193E0,4.267422508E0
8.642473750E0,2.617981173E-2,-3.006901413E-2,4.257781640E0,4.257968297E0
8.652453750E0,2.474625718E-2,-6.522627532E-2,4.164315067E0,4.164899377E0
8.662433750E0,1.360910207E-2,-1.020420992E-1,3.961161160E0,3.962498648E0
8.672412250E0,1.131435315E-2,-1.607227090E-1,3.675016553E0,3.678546787E0
8.682392250E0,1.614178699E-3,-2.070879132E-1,3.334395191E0,3.340820154E0
8.692372250E0,1.533742938E-3,-2.556510857E-1,2.937352876E0,2.948457520E0
8.702352250E0,1.801987611E-2,-3.182490376E-1,2.471921527E0,2.492389055E0
8.712331250E0,4.225382583E-2,-3.783329791E-1,1.945534708E0,1.982429452E0
8.722311250E0,4.670140078E-2,-4.125514698E-1,1.414254355E0,1.473938641E0
8.732291250E0,5.694924921E-2,-4.226200828E-1,8.730694038E-1,9.716486686E-1
8.742271250E0,4.589950997E-2,-4.129581437E-1,3.030424762E-1,5.142722390E-1
8.752250250E0,1.220006928E-2,-3.934532940E-1,-2.931308609E-1,4.907953116E-1
8.762230250E0,-2.319484469E-2,-3.546997029E-1,-8.761298364E-1,9.454910736E-1
8.772210250E0,-1.420213765E-2,-2.893588221E-1,-1.426034741E0,1.455165046E0
8.782190250E0,-5.327178910E-3,-2.211121675E-1,-1.918182018E0,1.930891303E0
8.792170250E0,6.462105196E-3,-1.515036964E-1,-2.376844046E0,2.381676458E0
8.802149250E0,1.160817574E-2,-8.004487395E-2,-2.814415167E0,2.815577146E0
8.812129250E0,-8.521951362E-3,2.134672254E-2,-3.195133225E0,3.195215898E0
8.822109250E0,-2.368217357E-2,1.055767411E-1,-3.524455428E0,3.526115902E0
8.832089250E0,-9.951020004E-3,1.809108058E-1,-3.774187084E0,3.778533564E0
8.842068250E0,-2.004666723E-2,2.527189994E-1,-3.942448901E0,3.950591361E0
8.852048250E0,-1.290651343E-2,3.131043649E-1,-4.024788807E0,4.036969886E0
8.862028250E0,-2.482610822E-2,3.693656892E-1,-4.043844298E0,4.060754124E0
8.872008250E0,-4.429076736E-2,4.045986718E-1,-4.027874383E0,4.048386568E0
8.881987250E0,-3.972753631E-2,4.067656499E-1,-3.929630050E0,3.950826357E0
8.891967250E0,-1.917628177E-2,4.067902082E-1,-3.733543088E0,3.755687686E0
8.901947250E0,-7.025539242E-3,3.865828156E-1,-3.425668473E0,3.447419342E0
8.911927250E0,2.935218204E-2,3.546137488E-1,-3.092801104E0,3.113202713E0
8.921906250E0,3.790055551E-2,3.255580571E-1,-2.712540298E0,2.732270003E0
8.931886250E0,2.518467044E-2,2.843828416E-1,-2.292469894E0,2.310178799E0
8.941866250E0,-2.854300048E-3,2.285144502E-1,-1.805838295E0,1.820241453E0
8.951846250E0,-6.520266719E-3,1.867337555E-1,-1.276482260E0,1.290084869E0
8.961825250E0,7.674552770E-3,1.506046870E-1,-7.284800398E-1,7.439246191E-1
8.971805250E0,2.574173651E-2,1.070590103E-1,-1.581794626E-1,1.927304103E-1
8.981785250E0,2.812061224E-2,6.718246132E-2,4.319414216E-1,4.380384043E-1
8.991765250E0,3.088386018E-2,6.008218735E-2,1.004406053E0,1.006675321E0
9.001744250E0,2.022144416E-2,4.255340427E-2,1.537639961E0,1.538361580E0
9.011724250E0,-1.172346639E-2,4.126935571E-2,2.012884693E0,2.013341845E0
9.021704250E0,-1.778860046E-2,3.409423739E-2,2.483409551E0,2.483707280E0
9.031684250E0,-2.659434278E-2,3.382438838E-2,2.922416164E0,2.922732896E0
9.041664250E0,-2.156249394E-2,4.547145724E-2,3.331657525E0,3.332037583E0
9.051643250E0,-6.947917454E-3,3.765723825E-2,3.626748957E0,3.626951108E0
9.061623250E0,3.105364870E-3,3.044615954E-2,3.825778822E0,3.825901228E0
9.071603250E0,3.225137774E-2,9.022546113E-3,3.967164497E0,3.967305849E0
9.081583250E0,5.802206710E-2,-1.453997880E-2,4.064389075E0,4.064829212E0
9.091562250E0,9.664297217E-2,-4.639122427E-2,4.090718502E0,4.092122906E0
9.101542250E0,1.219217371E-1,-1.011460134E-1,3.998421373E0,4.001558309E0
9.111522250E0,1.202745399E-1,-1.370850474E-1,3.834304647E0,3.838639134E0
9.121502250E0,7.360399232E-2,-1.840747342E-1,3.586948130E0,3.592422294E0
9.131481250E0,-4.050658643E-3,-2.220591241E-1,3.264327421E0,3.271874107E0
9.141461250E0,-5.364188131E-2,-2.691894364E-1,2.848417895E0,2.861612292E0
9.151441250E0,-8.102227259E-2,-3.143311107E-1,2.388257811E0,2.410216594E0
9.161421250E0,-6.685943920E-2,-3.488700289E-1,1.930236053E0,1.962649155E0
9.171400250E0,-5.959463920E-3,-3.698299581E-1,1.453640615E0,1.499960250E0
9.181380250E0,3.620461629E-2,-3.841690850E-1,9.469144750E-1,1.022518304E0
9.191360250E0,4.434602355E-2,-3.938120207E-1,3.946367705E-1,5.592786945E-1
9.201340250E0,3.123034425E-2,-3.656290260E-1,-1.853222376E-1,4.111012659E-1
9.211319250E0,-1.730848923E-3,-3.198383108E-1,-7.605730677E-1,8.250884390E-1
9.221299250E0,-2.336779436E-2,-2.602268243E-1,-1.314059976E0,1.339782697E0
9.231279250E0,1.195044799E-2,-1.928955513E-1,-1.807174383E0,1.817479232E0
9.241259250E0,5.073923210E-2,-1.226421323E-1,-2.220480144E0,2.224443218E0
9.251238250E0,5.219147947E-2,-3.516340077E-2,-2.567240497E0,2.568011719E0
9.261218250E0,3.071951687E-2,5.524946362E-2,-2.969724231E0,2.970396977E0
9.271198250E0,-1.742649335E-2,1.344947308E-1,-3.348167138E0,3.350912667E0
9.281178250E0,-5.317470705E-2,2.225733867E-1,-3.644757212E0,3.651933953E0
9.291157250E0,-3.335403470E-2,2.910480827E-1,-3.784502158E0,3.795823765E0
9.301137250E0,8.277154025E-3,3.388812304E-1,-3.835482861E0,3.850433453E0
9.311117250E0,2.579222356E-2,3.764384812E-1,-3.846850433E0,3.865311039E0
9.321097250E0,6.654898860E-3,4.029810396E-1,-3.841439420E0,3.862524411E0
9.331077250E0,-3.093721602E-2,4.262207982E-1,-3.788476510E0,3.812502531E0
9.341056250E0,-4.635477053E-2,4.284339693E-1,-3.645861751E0,3.671241253E0
9.351036250E0,-2.786088623E-2,4.029564813E-1,-3.385232638E0,3.409244809E0
9.361016250E0,1.292241968E-2,3.711341795E-1,-3.011298519E0,3.034110469E0
9.370996250E0,3.831903342E-2,3.328141594E-1,-2.602467633E0,2.623941957E0
9.380975250E0,1.972539928E-2,2.785537523E-1,-2.198489935E0,2.216154164E0
9.390955250E0,-2.548022892E-2,2.416069508E-1,-1.800855882E0,1.817169521E0
9.400935250E0,-7.495704716E-2,2.032249501E-1,-1.334234625E0,1.351702990E0
9.410915250E0,-6.164586073E-2,1.566825753E-1,-7.846437156E-1,8.025057022E-1
9.420894250E0,-1.535489794E-2,1.164601636E-1,-2.107126021E-1,2.412437425E-1
9.430874250E0,2.756980453E-2,8.082284600E-2,3.611883581E-1,3.711461391E-1
9.440854250E0,4.992438605E-2,4.959579080E-2,8.950824165E-1,8.978444850E-1
9.450834250E0,5.341901103E-2,2.651829243E-2,1.406205663E0,1.407469779E0
9.460813250E0,2.582868643E-2,1.973581463E-2,1.872815811E0,1.873097885E0
9.470793250E0,2.379855143E-2,6.333411634E-3,2.321691939E0,2.321822547E0
9.480773250E0,4.366919920E-2,9.647905827E-3,2.748127037E0,2.748490912E0
